nm,X2016.10.31,X2016.9.30,X2016.8.31,X2016.7.29,X2016.6.30,X2016.5.31,X2016.4.29,X2016.3.31,X2016.2.26,X2016.1.30,X2015.12.31,X2015.11.30,X2015.10.30,X2015.9.30,X2015.8.31,X2015.7.31,X2015.6.30,X2015.5.29,X2015.4.30,X2015.3.31,X2015.2.26,X2015.1.30,X2014.12.31,X2014.11.28,X2014.10.31,X2014.9.30,X2014.8.29,X2014.7.31,X2014.6.30,X2014.5.30,X2014.4.30,X2014.3.31,X2014.2.27,X2014.1.27,X2013.12.31,X2013.11.29,X2013.10.31,X2013.9.30,X2013.8.30,X2013.7.31,X2013.6.28,X2013.5.31,X2013.4.30,X2013.3.29,X2013.2.27,X2013.1.31,X2012.12.28,X2012.11.30,X2012.10.31,X2012.9.28,X2012.8.31,X2012.7.31,X2012.6.29,X2012.5.31,X2012.4.30,X2012.3.30,X2012.2.29,X2012.1.31,X2011.12.30,X2011.11.30,X2011.10.31,X2011.9.30,X2011.8.31,X2011.7.29,X2011.6.30,X2011.5.31,X2011.4.29,X2011.3.31,X2011.2.25,X2011.1.28,X2010.12.31,X2010.11.30,X2010.10.29,X2010.9.30,X2010.8.31,X2010.7.30,X2010.6.30,X2010.5.31,X2010.4.30,X2010.3.31,X2010.2.26,X2010.1.29,X2009.12.31,X2009.11.30,X2009.10.30,X2009.9.30,X2009.8.31,X2009.7.31,X2009.6.30,X2009.5.27,X2009.4.30,X2009.3.31,X2009.2.27,X2009.1.21,X2008.12.31,X2008.11.28,X2008.10.31,X2008.9.30,X2008.8.29,X2008.7.31,X2008.6.30,X2008.5.30,X2008.4.30,X2008.3.31,X2008.2.29,X2008.1.31,X2007.12.31,X2007.11.30,X2007.10.31,X2007.9.29,X2007.8.31,X2007.7.31,X2007.6.29,X2007.5.31,X2007.4.30,X2007.3.30,X2007.2.27,X2007.1.31,X2006.12.29,X2006.11.30,X2006.10.31,X2006.9.29,X2006.8.31,X2006.7.31,X2006.6.30,X2006.5.30,X2006.4.28,X2006.3.31,X2006.2.27,X2006.1.25,X2005.12.30,X2005.11.30,X2005.10.31,X2005.9.30,X2005.8.31,X2005.7.29,X2005.6.30,X2005.5.31,X2005.4.29,X2005.3.31,X2005.2.25,X2005.1.31,X2004.12.31,X2004.11.30,X2004.10.29,X2004.9.30,X2004.8.31,X2004.7.30,X2004.6.30,X2004.5.31,X2004.4.30,X2004.3.31,X2004.2.27,X2004.1.30,X2003.12.31,X2003.11.28,X2003.10.31,X2003.9.30,X2003.8.29,X2003.7.31,X2003.6.30,X2003.5.30,X2003.4.30,X2003.3.31,X2003.2.27,X2003.1.28,X2002.12.31,X2002.11.29,X2002.10.31,X2002.9.30,X2002.8.30,X2002.7.31,X2002.6.28,X2002.5.31,X2002.4.30,X2002.3.29,X2002.2.27,X2002.1.31,X2001.12.31,X2001.11.30,X2001.10.31,X2001.9.28,X2001.8.31,X2001.7.31,X2001.6.29,X2001.5.31,X2001.4.30,X2001.3.30,X2001.2.27,X2001.1.31,X2000.12.30,X2000.11.30,X2000.10.31,X2000.9.30,X2000.8.31,X2000.7.31,X2000.6.30,X2000.5.31,X2000.4.29,X2000.3.31,X2000.2.29,X2000.1.31
512,-4.9182,-2.1606,-2.4423,0.6057,-1.5217,-3.1212,-6.3172,-1.6412,0.8646,-5.926,-2.7778,-6.5516,2.0491,1.5729,-10.7913,-13.154,-8.9552,-7.8195,-2.8646,-2.2332,-1.4852,-2.2007,2.4767,-2.6179,-8.8473,-5.6,-4.3147,-3.5088,-0.8351,0.3289,-6.6245,-1.7698,1.3676,-2.7397,1.1664,-4.0541,-1.0075,0.2502,-3.0003,1e-04,-6.1072,0.9177,-2.8481,-0.7904,-0.7938,-0.4181,1.258,1.3735,-13.1122,0.5291,1.4494,-2.6666,-1.5849,-4.16,-9.1575,-6.4355,9.6071,4.0936,-0.7782,-14.8936,0.7663,-8.8891,-14.0911,-3.5875,-5.3676,-3.0056,-0.369,-3.1252,-6.1169,-1.7793,2.3203,-4.2553,-3.93,4.4261,-5.5643,5.602,-1.4888,-10.9759,-1.2849,8.4893,-3.271,-10.421,8.4034,1.8817,-2.602,7.932,-6.051,11.2903,-9.7026,8.0001,9.5854,15.1933,4.5378,-5.7017,-0.2126,-12.5001,-12.2994,-26.5898,-0.9663,-4.7338,-18.8995,-6.1489,2.4735,1.575,12.3593,-15.1454,-4.6083,-13.7706,-7.3968,1.9027,-11.152,7.9736,8.032,0.4056,-0.8264,1.986,1.6668,-3.3899,5.2071,6.9891,3.3019,1.8749,-0.356,-2.1989,-5.7215,-1.7539,7.3298,0.4809,-1.9608,-3.3901,6.8884,3.8151,-6.1224,-0.6079,-6.1542,0.4523,5.6143,-0.7245,-6.4285,-2.2472,3.679,-3.5087,5.0003,-0.6471,-3.0301,0.1296,4.1454,-4.6084,-6.0605,-3.1819,-6.25,-5.1853,7.5268,9.4957,3.7036,1.0636,5.2863,-0.8695,-0.5619,8.8234,9.2104,11.2152,-5.3892,-2.9412,-6.6667,13.3056,0.5181,4.7827,9.7222,-7.7296,1e-04,3.5175,-3.6143,-4.1178,7.752,19.8346,-1e-04,19.5651,35.892,25.3732,2.6314,-7.9529,16.4707,-4.5685,3.704,-4.7998,-1.4634,22.9729,21.9512,55.4912,10.5264,3.9771,0.4056,1.4492,11.3158,13.0276,6.4103,11.6,13.5945,44.0788,46.6667,115.3225
513,-4.9088,-2.1583,-2.4381,0.6183,-1.5201,-3.1129,-6.2962,-1.615,0.8715,-5.9232,-2.7585,-6.5478,2.0547,1.5841,-10.7765,-13.0748,-8.9345,-7.7745,-2.8454,-2.2222,-1.4626,-2.1897,2.4794,-2.6174,-8.7562,-5.5775,-4.2996,-3.4964,-0.8264,0.3345,-6.6006,-1.7626,1.3869,-2.7396,1.1845,-4.0462,-1.0011,0.2596,-2.9999,1e-04,-6.1055,0.9259,-2.834,-0.7894,-0.7905,-0.4168,1.2656,1.3786,-13.0698,0.5555,1.4633,-2.6111,-1.5828,-4.1475,-9.153,-6.4258,9.6248,4.1238,-0.7635,-14.8648,0.7894,-8.882,-14.0741,-3.5295,-5.3641,-2.9978,-0.3661,-3.0702,-6.1079,-1.7765,2.3296,-4.244,-3.9174,4.4321,-5.5556,5.6105,-1.4562,-10.9349,-1.2499,8.5108,-3.2641,-10.4166,8.4127,1.8866,-2.5998,7.9366,-6.0303,11.3303,-9.6915,8.0081,9.6899,15.2143,4.5626,-5.6796,-0.1961,-12.4343,-12.234,-26.5835,-0.9661,-4.7169,-18.8405,-6.1243,2.4953,1.5764,12.3714,-15.1064,-4.6011,-13.7501,-7.353,1.9232,-11.1248,7.9999,8.0646,0.4115,-0.822,2.0374,1.6902,-3.3816,5.2174,6.993,3.3113,1.8752,-0.3559,-2.1898,-5.7142,-1.7181,7.353,0.5,-1.9511,-3.364,6.8895,3.8545,-6.1154,-0.606,-6.1372,0.4672,5.6312,-0.7143,-6.4084,-2.2346,3.6956,-3.5087,5.028,-0.6173,-3.0075,0.2352,4.1994,-4.6008,-6.0376,-3.1747,-6.2356,-5.1816,7.5269,9.4972,3.7036,1.0818,5.319,-0.8547,-0.5526,8.8236,9.2105,11.2153,-5.356,-2.8926,-6.6667,13.3332,0.5181,4.8387,9.7774,-7.7272,1e-04,3.629,-3.5672,-4.0358,7.7586,19.8381,0,19.8719,35.9372,25.4655,2.7026,-7.8602,16.5499,-4.5631,3.7266,-4.7997,-1.4423,23.2555,22.0288,56.0344,10.5884,4.3064,0.5987,1.4494,11.5558,13.0591,6.4151,11.6566,13.6873,45.5939,47.7123,116.3638
514,-4.9081,-2.1539,-2.4338,0.624,-1.5191,-3.1127,-6.2502,-1.6063,0.8746,-5.909,-2.745,-6.5288,2.0548,1.5998,-10.7692,-13.0493,-8.9014,-7.7721,-2.8268,-2.1916,-1.4625,-2.1877,2.5,-2.6022,-8.7336,-5.5767,-4.2666,-3.4923,-0.8197,0.3364,-6.5973,-1.7546,1.3936,-2.7297,1.1868,-4.0404,-0.9986,0.263,-2.9853,1e-04,-6.1044,0.9346,-2.8302,-0.7734,-0.7904,-0.4033,1.269,1.3891,-13.029,0.5587,1.4647,-2.5641,-1.581,-4.1368,-9.1428,-6.4151,9.6313,4.1323,-0.7614,-14.8305,0.8132,-8.8816,-14.0736,-3.5211,-5.3192,-2.9853,-0.3652,-3.0379,-6.107,-1.7714,2.3411,-4.2191,-3.9082,4.4514,-5.5291,5.6181,-1.4328,-10.9211,-1.2195,8.5172,-3.2608,-10.3857,8.4718,1.9009,-2.5972,7.9614,-6.0239,11.3334,-9.6869,8.0569,9.7414,15.2207,4.5751,-5.6604,-0.1249,-12.4061,-12.1876,-26.5606,-0.9615,-4.6666,-18.8334,-6.1221,2.4999,1.5788,12.392,-15.092,-4.5936,-13.7305,-7.3436,1.9336,-11.0512,8.0015,8.0786,0.4192,-0.7968,2.07,1.6924,-3.3708,5.2181,7.0215,3.3264,1.8777,-0.3512,-2.1783,-5.7087,-1.7181,7.384,0.5024,-1.9433,-3.3334,6.916,3.8576,-6.1152,-0.5587,-6.0975,0.5043,5.6911,-0.6758,-6.3832,-2.2058,3.7173,-3.4882,5.0314,-0.6172,-3.0045,0.3343,4.2425,-4.5977,-6.0151,-3.1579,-6.2257,-5.166,7.5376,9.5042,3.7037,1.1111,5.3477,-0.8476,-0.4484,8.8266,9.2165,11.2242,-5.283,-2.8846,-6.6116,13.3333,0.5935,4.8486,9.7823,-7.7071,0.0463,3.6364,-3.5532,-4.023,7.7872,19.8756,0,20,36.1703,25.5699,2.74,-7.8015,16.5745,-4.4843,3.7499,-4.7717,-1.3332,23.5291,22.1428,56.1404,10.8647,4.3957,0.7143,1.8616,11.5999,13.1072,7.1685,11.7648,14.0792,46.0174,48.1481,118.7499
515,-4.902,-2.1535,-2.4336,0.625,-1.515,-3.1104,-6.2368,-1.5789,0.8798,-5.8958,-2.7449,-6.5041,2.0558,1.613,-10.7206,-13.0437,-8.8967,-7.7671,-2.8234,-2.1899,-1.4554,-2.1835,2.5037,-2.6003,-8.7268,-5.5318,-4.2623,-3.4836,-0.8196,0.346,-6.5793,-1.7515,1.3986,-2.7029,1.1903,-4.0294,-0.9852,0.2674,-2.985,1e-04,-6.0899,0.9662,-2.8169,-0.7499,-0.7793,-0.4026,1.2697,1.3976,-13.0158,0.5692,1.4747,-2.5613,-1.5747,-4.1298,-9.1303,-6.4029,9.6326,4.1368,-0.752,-14.8052,0.8274,-8.8561,-14.0696,-3.5087,-5.2942,-2.9414,-0.3636,-3.0302,-6.0811,-1.7676,2.3438,-4.217,-3.908,4.4532,-5.4546,5.6276,-1.4325,-10.9015,-1.2168,8.518,-3.2558,-10.3792,8.4825,1.9209,-2.5641,7.9765,-6.02,11.3469,-9.6815,8.0618,9.7508,15.3408,4.5872,-5.6604,-0.1128,-12.3077,-12.1737,-26.5574,-0.9558,-4.6512,-18.8118,-6.1152,2.5001,1.5811,12.4088,-14.9847,-4.5774,-13.7271,-7.2787,1.9753,-11.0204,8.0702,8.0842,0.4324,-0.7384,2.0785,1.6949,-3.3671,5.2271,7.0328,3.3332,1.887,-0.349,-2.1659,-5.6868,-1.6784,7.3912,0.5312,-1.9293,-3.3113,6.9473,3.8625,-6.087,-0.5585,-6.0752,0.5748,5.7069,-0.6755,-6.3728,-2.1743,3.721,-3.4747,5.0458,-0.606,-2.9963,0.3391,4.2761,-4.5872,-5.9702,-3.1497,-6.2241,-5.1346,7.5471,9.5239,3.704,1.1195,5.4055,-0.8333,-0.4171,8.8495,9.2511,11.2245,-5.2818,-2.8735,-6.5909,13.3336,0.5987,4.8509,9.7826,-7.6924,0.0695,3.6366,-3.5204,-3.9999,7.8429,19.8865,0,20.053,36.4965,25.9545,2.7779,-7.7475,16.6075,-4.3477,3.7974,-4.7618,-0.9435,23.5297,22.1767,56.4811,11.0002,4.4625,0.9934,2.02,11.6923,13.1944,7.2005,12.0001,14.2856,46.1541,48.6363,125.2382
516,-4.8938,-2.1277,-2.4313,0.6303,-1.5122,-3.1096,-6.2069,-1.5779,0.8816,-5.8608,-2.7367,-6.4887,2.1027,1.6167,-10.6625,-13.0435,-8.889,-7.7648,-2.7838,-2.1866,-1.4544,-2.174,2.5074,-2.5976,-8.7228,-5.5108,-4.2307,-3.4781,-0.7985,0.3649,-6.5217,-1.7219,1.4103,-2.6685,1.2163,-4.019,-0.9578,0.2702,-2.9734,1e-04,-6.0881,0.967,-2.8069,-0.7194,-0.7781,-0.389,1.2739,1.402,-12.9653,0.572,1.4811,-2.559,-1.5661,-4.1241,-9.1133,-6.3934,9.6364,4.1402,-0.7444,-14.8,0.8287,-8.8496,-14.0332,-3.4851,-5.2849,-2.9412,-0.3435,-3.0243,-6.0774,-1.7668,2.3731,-4.2105,-3.8708,4.4533,-5.4387,5.63,-1.4325,-10.891,-1.2017,8.5216,-3.2557,-10.3447,8.4907,1.9276,-2.5541,7.9882,-6.0179,11.4395,-9.6491,8.0885,9.8115,15.3848,4.6098,-5.6561,-2e-04,-12.2893,-12.1393,-26.5549,-0.9524,-4.6336,-18.8035,-6.0976,2.5141,1.5871,12.4337,-14.9701,-4.5627,-13.7211,-7.2728,2.0001,-10.9678,8.1034,8.1234,0.4443,-0.736,2.09,1.7122,-3.358,5.2293,7.047,3.3333,1.9705,-0.3176,-2.1468,-5.6817,-1.6741,7.4075,0.5349,-1.9292,-3.2902,6.9598,3.8781,-6.0606,-0.5435,-6.0608,0.5935,5.7472,-0.655,-6.3492,-2.1458,3.7268,-3.4654,5.1352,-0.606,-2.9789,0.3718,4.2774,-4.5633,-5.9234,-3.1358,-6.1776,-5.1283,7.5862,9.5542,3.7268,1.1277,5.425,-0.8093,-0.4148,8.8666,9.2743,11.2298,-5.263,-2.8572,-6.5868,13.4694,0.6172,4.8611,9.8315,-7.6235,0.1381,3.7037,-3.4884,-3.9144,7.8787,20.0001,0,20.2705,36.605,26.1469,2.8303,-7.7313,16.6667,-4.3378,3.8063,-4.7393,-0.9375,23.5715,22.2223,56.5996,11.111,4.5115,1.1236,2.0512,11.8418,13.3088,7.6628,12.3597,14.2857,46.5968,51.6666,129.4478
517,-4.8571,-2.1241,-2.4075,0.6327,-1.5001,-3.0961,-6.192,-1.5748,0.8849,-5.8571,-2.7315,-6.4,2.1211,1.6528,-10.6606,-13.0435,-8.8568,-7.7627,-2.7778,-2.1739,-1.4544,-2.1738,2.518,-2.5974,-8.7022,-5.4943,-4.2209,-3.4707,-0.7911,0.3704,-6.5135,-1.7173,1.4263,-2.6665,1.2195,-4.0162,-0.9436,0.2753,-2.9628,1e-04,-6.083,0.9775,-2.7972,-0.6943,-0.7691,-0.3836,1.285,1.4219,-12.9454,0.5848,1.4881,-2.5359,-1.5474,-4.1075,-9.1128,-6.389,9.6589,4.1407,-0.7155,-14.787,0.8402,-8.8465,-13.9948,-3.4825,-5.2634,-2.9353,-0.3094,-3.0226,-6.0664,-1.7287,2.4047,-4.1808,-3.8699,4.463,-5.4217,5.6371,-1.416,-10.8825,-1.2013,8.5229,-3.2339,-10.3392,8.5271,1.9739,-2.5424,8.0001,-5.9744,11.4568,-9.6404,8.0951,9.8256,15.4263,4.6117,-5.6484,-2e-04,-12.2849,-12.1369,-26.5503,-0.951,-4.5908,-18.762,-6.0707,2.5698,1.6,12.4373,-14.9574,-4.5553,-13.7194,-7.2665,2.0115,-10.9667,8.1653,8.1496,0.4695,-0.6754,2.1276,1.7242,-3.3058,5.242,7.0679,3.3442,1.9787,-0.3125,-2.1429,-5.6322,-1.6666,7.4302,0.5406,-1.9229,-3.2785,6.971,3.9295,-6.0605,-0.5385,-6.0046,0.6035,5.7806,-0.6534,-6.3407,-2.1278,3.7345,-3.4482,5.1491,-0.606,-2.9556,0.3759,4.3062,-4.5455,-5.8824,-3.1153,-6.0872,-5.1281,7.5863,9.5743,3.7312,1.1363,5.4265,-0.7937,-0.3877,8.8777,9.2785,11.2426,-5.2133,-2.8571,-6.5263,13.4782,0.633,4.9428,9.8423,-7.6234,0.3571,3.7037,-3.4482,-3.9024,7.9547,20.0003,0,20.29,36.7615,26.1581,2.9044,-7.6923,16.7224,-4.2328,3.8461,-4.7367,-0.9009,23.6363,22.3077,56.6261,11.2503,4.5456,1.1299,2.2222,11.8519,13.3334,7.8126,12.4554,14.2858,48.5146,51.8985,132
518,-4.8443,-2.1125,-2.3914,0.6466,-1.4749,-3.0955,-6.1727,-1.5658,0.8884,-5.8454,-2.6971,-6.3952,2.1428,1.6558,-10.6467,-12.9901,-8.8523,-7.7624,-2.7712,-2.1428,-1.4369,-2.1738,2.5267,-2.5931,-8.6958,-5.4795,-4.2019,-3.4562,-0.7842,0.3861,-6.5116,-1.6975,1.4286,-2.6514,1.2226,-4.0099,-0.9434,0.2954,-2.9538,1e-04,-6.0799,0.9803,-2.7908,-0.6866,-0.7634,-0.3824,1.2986,1.4227,-12.9287,0.587,1.4926,-2.5195,-1.5383,-4.0983,-9.091,-6.3657,9.6774,4.1442,-0.7068,-14.78,0.8591,-8.8383,-13.9532,-3.4782,-5.2558,-2.9314,-0.3021,-3.0042,-6.0663,-1.7242,2.4074,-4.1759,-3.8674,4.4728,-5.3763,5.6454,-1.4008,-10.8669,-1.1953,8.531,-3.2167,-10.3194,8.5331,1.9829,-2.5286,8.0214,-5.9561,11.4783,-9.6154,8.1132,9.8338,15.4543,4.6263,-5.6451,-1e-04,-12.2342,-12.1339,-26.509,-0.9344,-4.5855,-18.7499,-6.0465,2.5829,1.6092,12.4378,-14.956,-4.4864,-13.7144,-7.258,2.0617,-10.9551,8.1851,8.1967,0.5236,-0.6733,2.1425,1.7443,-3.3038,5.263,7.1429,3.3558,2.0548,-0.2842,-2.1324,-5.6197,-1.6341,7.4364,0.5455,-1.8911,-3.2491,6.9898,3.9999,-6.0501,-0.5064,-6.0001,0.6148,5.8201,-0.6523,-6.2658,-2.1071,3.75,-3.4482,5.1547,-0.6024,-2.9411,0.4031,4.3257,-4.514,-5.8138,-3.1033,-6.0869,-5.1135,7.619,9.6002,3.7735,1.1493,5.4349,-0.7813,-0.3411,8.8967,9.2857,11.2971,-5.1613,-2.857,-6.5001,13.4831,0.6622,4.943,9.8484,-7.6087,0.4302,3.8095,-3.4481,-3.8462,8.2759,20.2381,0,20.3824,37.0078,26.2254,2.9702,-7.6246,16.9812,-4.1999,3.947,-4.7121,-0.7752,24.2302,22.4543,56.6434,11.3586,4.7247,1.3336,2.3256,11.8946,13.426,7.8263,12.5475,14.346,48.9295,52.1953,153.3982
519,-4.8331,-2.0964,-2.3882,0.6621,-1.4706,-3.0672,-6.1667,-1.5657,0.8928,-5.8424,-2.6666,-6.3559,2.143,1.7123,-10.6466,-12.9826,-8.8352,-7.7612,-2.7522,-2.1428,-1.4336,-2.1644,2.5398,-2.5905,-8.6957,-5.4662,-4.1718,-3.4493,-0.7574,0.3968,-6.4607,-1.6931,1.433,-2.6371,1.2295,-4.0001,-0.9433,0.3032,-2.9528,1e-04,-6.0466,0.9852,-2.7906,-0.6866,-0.7566,-0.3801,1.2988,1.4353,-12.9287,0.5881,1.5076,-2.5009,-1.5269,-4.0909,-9.0909,-6.3403,9.7007,4.151,-0.6945,-14.7689,0.901,-8.8236,-13.9364,-3.4277,-5.221,-2.9313,-0.2986,-2.9979,-6.0241,-1.7215,2.4284,-4.1504,-3.8461,4.5294,-5.3681,5.6522,-1.3985,-10.8294,-1.1835,8.5437,-3.1949,-10.2803,8.5471,1.9866,-2.4573,8.0404,-5.9452,11.4809,-9.6036,8.2029,9.8591,15.4854,4.651,-5.641,0,-12.232,-12.1213,-26.4816,-0.9261,-4.5685,-18.7334,-6.0344,2.5974,1.6482,12.4444,-14.8935,-4.4672,-13.7077,-7.2223,2.069,-10.9389,8.2089,8.2025,0.5434,-0.6637,2.1808,1.7891,-3.2844,5.2632,7.143,3.3693,2.0883,-0.2478,-2.0935,-5.5684,-1.5543,7.4627,0.5495,-1.8836,-3.2216,6.9907,4,-6.0465,-0.4631,-5.9999,0.6541,5.8234,-0.6516,-6.2271,-2.096,3.7736,-3.4189,5.1812,-0.6024,-2.9197,0.4293,4.3365,-4.5138,-5.7916,-3.0972,-6.0773,-5.1052,7.647,9.6153,3.8023,1.1561,5.4372,-0.7752,-0.2388,8.9429,9.2896,11.3207,-5.1346,-2.8038,-6.4935,13.4887,0.6664,4.9469,10.0001,-7.6022,0.4652,3.8124,-3.4189,-3.8194,8.2842,20.3176,0,20.5823,37.0215,26.2256,3.0304,-7.6126,17.0008,-4.1936,3.9603,-4.6764,-0.7094,24.2321,22.4772,56.6523,11.3635,4.7946,1.5873,2.3529,11.9599,13.4784,7.967,12.6865,14.4184,50.3312,53.0308,158.2779
520,-4.823,-2.0941,-2.3809,0.6621,-1.462,-3.0587,-6.1644,-1.5253,0.8949,-5.8367,-2.6637,-6.3417,2.174,1.7142,-10.6159,-12.9729,-8.8036,-7.7405,-2.7417,-2.1278,-1.421,-2.1636,2.5567,-2.5753,-8.6729,-5.4608,-4.1691,-3.4234,-0.7518,0.4114,-6.4418,-1.6897,1.4422,-2.6365,1.2439,-3.9998,-0.9159,0.323,-2.9468,2e-04,-6.0466,0.9858,-2.7746,-0.6711,-0.7529,-0.3678,1.3072,1.4632,-12.9091,0.5881,1.5154,-2.5,-1.5103,-4.0768,-9.0907,-6.3365,9.712,4.1666,-0.665,-14.7266,0.9111,-8.8129,-13.9292,-3.4246,-5.2084,-2.9178,-0.2916,-2.9837,-6.0043,-1.7187,2.4306,-4.142,-3.8326,4.5295,-5.3367,5.6635,-1.3965,-10.8269,-1.1322,8.5472,-3.1914,-10.2761,8.5716,2.0141,-2.4468,8.1198,-5.932,11.4852,-9.5854,8.3013,9.8622,15.5495,4.6514,-5.6278,0,-12.1496,-12.1184,-26.4705,-0.9008,-4.5495,-18.7096,-6.0197,2.6317,1.6509,12.4475,-14.8837,-4.4671,-13.7018,-7.2165,2.0931,-10.9374,8.2337,8.2305,0.5757,-0.6525,2.1921,1.791,-3.2587,5.2633,7.1653,3.3742,2.0979,-0.2461,-2.0886,-5.5384,-1.5385,7.5988,0.5587,-1.8808,-3.2038,7.0177,4.0201,-6.015,-0.4424,-5.9747,0.6666,5.8295,-0.6157,-6.1803,-2.0834,3.7801,-3.4146,5.2125,-0.5967,-2.9127,0.4447,4.3477,-4.5043,-5.7822,-3.0927,-6.0403,-5.0631,7.6923,9.6491,3.8215,1.1583,5.4423,-0.7576,-0.2,8.9657,9.3166,11.3821,-5.1283,-2.7649,-6.4816,13.4905,0.7016,4.9648,10.1695,-7.5475,0.476,3.8659,-3.3559,-3.7976,8.4211,20.3539,0,20.614,37.0371,26.2568,3.0568,-7.5871,17.0958,-4.1792,3.9734,-4.673,-0.6665,24.3999,22.9171,56.8703,11.4215,4.8781,1.6666,2.7777,12.27,13.6752,8.2801,12.9167,14.5631,51.0868,57.6301,166.6665
521,-4.8019,-2.0895,-2.3679,0.6954,-1.46,-3.0577,-6.1594,-1.5234,0.8955,-5.8314,-2.6586,-6.331,2.1874,1.7378,-10.6123,-12.9516,-8.7999,-7.7349,-2.7028,-2.1165,-1.4151,-2.1593,2.5575,-2.5641,-8.6713,-5.4387,-4.1336,-3.3679,-0.7463,0.4203,-6.441,-1.6846,1.4462,-2.5894,1.2539,-3.9503,-0.9112,0.3265,-2.9303,2e-04,-6.0242,0.9903,-2.7736,-0.6556,-0.7445,-0.3635,1.3182,1.4646,-12.8879,0.5909,1.5432,-2.4999,-1.4836,-4.0649,-9.081,-6.3238,9.7303,4.1667,-0.6348,-14.715,0.9173,-8.8,-13.9087,-3.4137,-5.2068,-2.9154,-0.2805,-2.9763,-5.9999,-1.7168,2.4388,-4.1056,-3.8095,4.5305,-5.3312,5.6799,-1.3936,-10.8202,-1.1109,8.5617,-3.1846,-10.2679,8.5869,2.0203,-2.4389,8.1513,-5.9056,11.5019,-9.5846,8.3223,9.8645,15.5822,4.6595,-5.6167,0,-12.1427,-12.0921,-26.4432,-0.89,-4.5348,-18.6934,-5.9659,2.6668,1.6606,12.458,-14.865,-4.4642,-13.701,-7.1969,2.0943,-10.8386,8.2352,8.2325,0.5988,-0.6212,2.2026,1.7916,-3.226,5.2885,7.2607,3.3815,2.0991,-0.2453,-2.0574,-5.5376,-1.5265,7.6189,0.5661,-1.8764,-3.1448,7.0256,4.0723,-5.9601,-0.4292,-5.9676,0.6803,5.831,-0.5587,-6.1696,-2.0478,3.7839,-3.4091,5.2631,-0.5952,-2.8735,0.4673,4.375,-4.4871,-5.6603,-3.077,-6.0403,-5.0506,7.6924,9.6589,3.8298,1.1695,5.4607,-0.7462,-0.1754,8.9929,9.3222,11.4582,-5.0745,-2.7585,-6.4816,13.5857,0.704,5,10.2041,-7.4235,0.4763,3.8888,-3.3115,-3.7861,8.4508,20.3947,1e-04,20.6419,37.0633,26.2834,3.0768,-7.583,17.1006,-4.1645,3.9999,-4.6692,-0.5814,24.4634,23.0769,56.8969,11.4757,5.1948,1.8692,2.8302,12.3349,13.7931,8.4557,14.7363,14.7542,51.1111,58.4022,299.7999
522,-4.7922,-2.0878,-2.3545,0.6961,-1.4599,-3.055,-6.1453,-1.523,0.8978,-5.8297,-2.6499,-6.3107,2.2031,1.7432,-10.6001,-12.9129,-8.7983,-7.7293,-2.7027,-2.1127,-1.4085,-2.1478,2.564,-2.5501,-8.6333,-5.4313,-4.1272,-3.3613,-0.7437,0.4386,-6.4319,-1.6761,1.455,-2.5863,1.2541,-3.9475,-0.9091,0.3329,-2.9289,2e-04,-6.0242,1,-2.7586,-0.6536,-0.7407,-0.3454,1.3201,1.4793,-12.8845,0.5938,1.5495,-2.4767,-1.4706,-4.0542,-9.0128,-6.3136,9.737,4.1668,-0.606,-14.7057,0.9233,-8.7999,-13.8889,-3.3817,-5.199,-2.9032,-0.2749,-2.952,-5.983,-1.7063,2.4389,-4.1014,-3.8092,4.5783,-5.3192,5.7142,-1.3888,-10.7352,-1.0831,8.5966,-3.1798,-10.2464,8.5972,2.0243,-2.378,8.1761,-5.8825,11.5383,-9.5786,8.3334,9.8682,15.5862,4.6853,-5.5942,0,-12.0253,-12.0206,-26.4287,-0.8333,-4.5124,-18.6879,-5.9591,2.6756,1.6868,12.5002,-14.8445,-4.4302,-13.6952,-7.1693,2.102,-10.8281,8.2866,8.2437,0.606,-0.5976,2.2346,1.7937,-3.2258,5.357,7.2727,3.3834,2.1052,-0.2333,-2.0522,-5.4837,-1.5238,7.6221,0.5713,-1.8659,-3.1251,7.0768,4.1667,-5.9574,-0.4286,-5.9091,0.6971,5.842,-0.5556,-6.0827,-2.0339,3.7974,-3.409,5.2819,-0.5747,-2.8709,0.4761,4.4025,-4.4658,-5.6335,-3.0769,-6,-4.9998,7.7442,9.7141,3.8306,1.2147,5.4621,-0.7462,-2e-04,9.1058,9.3959,11.5,-5.0675,-2.75,-6.422,13.6363,0.7143,5,10.231,-7.3394,0.5207,3.8931,-3.2896,-3.7816,8.8607,20.5675,2e-04,20.732,37.1308,26.2857,3.0928,-7.438,17.5298,-4.156,4.0179,-4.643,-0.5619,24.4679,23.3215,57.0513,11.4943,5.2629,1.8927,2.8807,12.5,13.9243,8.6208,15.2781,14.9552,51.3275,60.7595,NA
