年月,2016/10/31,2016/9/30,2016/8/31,2016/7/29,2016/6/30,2016/5/31,2016/4/29,2016/3/31,2016/2/26,2016/1/30,2015/12/31,2015/11/30,2015/10/30,2015/9/30,2015/8/31,2015/7/31,2015/6/30,2015/5/29,2015/4/30,2015/3/31,2015/2/26,2015/1/30,2014/12/31,2014/11/28,2014/10/31,2014/9/30,2014/8/29,2014/7/31,2014/6/30,2014/5/30,2014/4/30,2014/3/31,2014/2/27,2014/1/27,2013/12/31,2013/11/29,2013/10/31,2013/9/30,2013/8/30,2013/7/31,2013/6/28,2013/5/31,2013/4/30,2013/3/29,2013/2/27,2013/1/31,2012/12/28,2012/11/30,2012/10/31,2012/9/28,2012/8/31,2012/7/31,2012/6/29,2012/5/31,2012/4/30,2012/3/30,2012/2/29,2012/1/31,2011/12/30,2011/11/30,2011/10/31,2011/9/30,2011/8/31,2011/7/29,2011/6/30,2011/5/31,2011/4/29,2011/3/31,2011/2/25,2011/1/28,2010/12/31,2010/11/30,2010/10/29,2010/9/30,2010/8/31,2010/7/30,2010/6/30,2010/5/31,2010/4/30,2010/3/31,2010/2/26,2010/1/29,2009/12/31,2009/11/30,2009/10/30,2009/9/30,2009/8/31,2009/7/31,2009/6/30,2009/5/27,2009/4/30,2009/3/31,2009/2/27,2009/1/21,2008/12/31,2008/11/28,2008/10/31,2008/9/30,2008/8/29,2008/7/31,2008/6/30,2008/5/30,2008/4/30,2008/3/31,2008/2/29,2008/1/31,2007/12/31,2007/11/30,2007/10/31,2007/9/29,2007/8/31,2007/7/31,2007/6/29,2007/5/31,2007/4/30,2007/3/30,2007/2/27,2007/1/31,2006/12/29,2006/11/30,2006/10/31,2006/9/29,2006/8/31,2006/7/31,2006/6/30,2006/5/30,2006/4/28,2006/3/31,2006/2/27,2006/1/25,2005/12/30,2005/11/30,2005/10/31,2005/9/30,2005/8/31,2005/7/29,2005/6/30,2005/5/31,2005/4/29,2005/3/31,2005/2/25,2005/1/31,2004/12/31,2004/11/30,2004/10/29,2004/9/30,2004/8/31,2004/7/30,2004/6/30,2004/5/31,2004/4/30,2004/3/31,2004/2/27,2004/1/30,2003/12/31,2003/11/28,2003/10/31,2003/9/30,2003/8/29,2003/7/31,2003/6/30,2003/5/30,2003/4/30,2003/3/31,2003/2/27,2003/1/28,2002/12/31,2002/11/29,2002/10/31,2002/9/30,2002/8/30,2002/7/31,2002/6/28,2002/5/31,2002/4/30,2002/3/29,2002/2/27,2002/1/31,2001/12/31,2001/11/30,2001/10/31,2001/9/28,2001/8/31,2001/7/31,2001/6/29,2001/5/31,2001/4/30,2001/3/30,2001/2/27,2001/1/31,2000/12/30,2000/11/30,2000/10/31,2000/9/30,2000/8/31,2000/7/31,2000/6/30,2000/5/31,2000/4/29,2000/3/31,2000/2/29,2000/1/31
6281 全國電,0.499,-0.3316,2.5509,2.7971,2.7093,2.0654,-1.5256,1.3746,4.865,-4.1451,3.3929,-4.4369,5.7761,1.2797,-7.445,-0.4393,-1.0956,1.1077,0.6367,4.3189,-1.1493,-2.5601,8.1315,-1.7007,-6.0704,-0.6348,0.3187,2.9876,-2.2729,3.4482,0,-3.6255,6.0898,-0.6369,0.1594,-6.9733,1.0495,0.9077,-4.6176,-0.8489,1.7688,0.5471,-2.142,10.177,-0.8773,1.7857,0.2986,2.7604,-3.9765,-5.6944,11.8014,5.338,1.7188,0.9463,0.635,11.7022,4.059,0.5567,4.4576,1.3751,5.9313,-8.1262,-7.7603,16.8903,0.9727,3.4206,-0.6,0.8066,3.8745,1.0582,0.639,-0.1063,-0.8439,0.2112,-1.3554,1.1405,5.6016,-8.5388,2.9296,3.6436,-9.0408,0.463,8.816,3.3853,-4.0001,-0.9902,9.0418,8.9707,1.7162,7.0382,5.5728,10.239,12.2604,-0.191,2.1484,9.8711,-27.8639,-19.25,1.7812,-11.7997,-17.9661,5.357,-3.6145,2.4691,1.2501,2.9409,-10.8198,-6.1538,-4.2707,-0.1471,-4.3601,9.6959,15.5933,-1.3375,7.7477,19.3546,9.9291,2.2977,6.2983,5.5629,10.6609,2.7779,-4.5656,-1.8715,-5.7215,1.6432,1.0217,-1.8797,-7.2092,10.5397,2.3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282 康舒,-2.092,2.1367,-5.5183,7.5511,-1.6066,4.622,-10.6943,13.4046,-0.4237,1.5054,-9.5332,11.2554,19.3798,14.4971,0.735,-23.3953,-10.0559,-11.0926,-9.1729,-13.1854,5.3645,2.9747,5.6886,-2.6237,-5.1175,-23.9749,0.5873,9.7316,17.1689,-3.5401,-5.8334,16.9916,13.9683,2.7734,9.0748,-5.387,-8.0497,-2.417,30.5623,10.8785,-8.4292,0.967,-0.5769,10.6386,3.753,10.2191,1.4814,6.579,-11.2151,8.9059,18.9972,0.8799,2.4024,3.7383,-6.686,-8.7532,3.0056,11.2462,20.9561,-2.8569,4.8688,-13.3115,-18.8569,-9.0306,5.0927,-1.1441,2.1029,-3.3858,-5.5437,-7.6772,-1.1675,-7.0524,5.7362,10.8052,0.7132,16.3552,0.4694,-12.8834,-8.5983,5.3151,0.994,-12.3693,26.4316,0.6652,4.1571,6.3883,0.9106,15.0793,-1.047,-5.4455,19.8811,26.6915,8.5716,-0.8098,-1.9843,-13.4022,10.2273,-1.8587,10.339,8.0972,-19.2811,2.6845,5.3002,12.3014,15.0686,-34.8214,-9.1891,-8.8668,-3.7915,-0.2364,-12.7836,20.6464,22.5608,15.0877,-10.3774,6.0001,2.0408,14.8436,7.5629,11.7369,3.9025,21.7338,-23.7853,-6.2992,-15.6146,-19.0862,23.1788,0.6664,-1.9608,-14.5251,6.5476,9.8039,-8.3832,-0.0001,-26.7544,-1.3939,3.6258,4.8001,-23.4303,10.6781,1.7242,-5.2287,13.3333,0.7464,-8.8437,7.6925,5.4053,-8.1559,-3.3291,-2.8488,-4.3597,-9.1584,6.5964,-0.2632,-2.5642,20.3701,0.9344,-14.3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283 淳安,62.7489,14.9711,8.9957,-2.4488,-4.2968,-3.9399,12.9237,12.3811,3.194,-8.5393,-6.3155,-3.2586,-6.4762,28.0487,-17.8355,-13.2175,-5.8919,11.9046,-11.5075,-3.5936,-8.5714,1.3024,10.9149,9.2982,-9.091,-10.8109,-12.7791,-9.3363,4.588,-15.0001,-9.9099,-1.7698,-2.117,4,2.273,-17.2931,-19.6374,-6.4974,12.739,-18.6529,-15.1649,34.218,5.2794,-5.572,44.9674,9.5891,18.6349,4.1762,-17.963,24.1378,20.0001,-11.5854,21.4816,-21.0525,3.012,-16.9168,28.0769,25.8063,12.5226,-25.1356,4.9929,-21.6759,-7.0613,-6.0486,-2.381,-1.8692,-5.3097,-0.8769,-7.3171,-5.3847,9.7047,-7.422,-7.9136,2.9633,-14.0128,0,-1.8751,-6.1582,14.4296,9.1571,-6.1856,-17.5639,0.857,18.2435,0.6803,10.5264,1.5266,23.919,-16.8538,2.2991,-9.6887,32.5689,1.8689,-9.7046,-3.6584,-1.6,-4.943,-21.2574,5.436,-1.0582,-18.7096,-11.7647,-2.2263,3.6539,3.5856,-10.6761,-11.2163,-9.5715,1.0235,15.1515,-16.2437,3.6844,10.9491,5.223,-4.2646,-3.1338,16.9999,7.527,16.2499,13.2075,13.9784,0.0001,3.0729,-10.9865,-6.6947,-11.1524,35.1759,-4.5565,-11.6524,-1.0483,5.5309,12.4381,-12.987,6.6976,-18.2307,-1.9231,8.3334,-4.9504,-10.8821,-2.857,38.8888,-0.7874,6.2762,17.7338,-17.1429,-15.2249,8.24,-31.9388,-5.4548,-7.4766,-6.9567,-7.258,7.826,3.6036,-4.3103,16.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284 佳邦,6.977,-8.3155,12.6548,1.3953,7.7695,-3.8553,1.7157,-7.0613,4.5238,-5.8297,-1.762,-11.8446,12.9387,8.0571,-8.4599,-32.2557,-2.3383,-6.7949,2.3624,0.1313,-0.9115,-8.4624,2.3173,-3.0732,-4.6223,-2.0227,-11.946,3.3861,18.5359,16.8277,-19.6232,1.2346,14.2308,1.6947,9.8856,24.6429,6.0606,1.7342,2.9762,9.091,20.3124,8.4747,-1.1174,1.1299,5.988,-2.9069,4.2426,1.8517,-21.9278,25.0001,-0.6244,-2.825,2.6086,0.8772,-23.8308,3.2184,22.8815,-1.939,8.4084,-26.49,3.8992,-7.4309,-25.4052,-2.3531,-3.1341,-15.3197,12.9428,26.5517,0.1728,-6.0065,11.1914,-7.6667,-1.1535,9.9639,6.9769,8.4821,-1.0204,-20.1954,12.4541,11.8855,-9.2938,-12.3778,0,7.7191,28.959,38.125,-7.1822,18.3006,-11.5608,0.5815,8.1761,17.7778,11.1109,-2.0161,2.9044,-21.7531,-27.6993,-27.2964,5.4794,-11.3313,-15.4278,-5.7323,0.5336,1.9587,18.7338,-26.0039,-4.3874,-20.7246,2.0709,11.6872,-7.2803,13.7501,7.2028,2.2262,-8.3203,-3.1917,0.3049,0.0003,2.1806,5.2457,-9.2264,6.329,9.4339,3.3924,-6.3539,-12.4505,2.7212,22.4996,-13.6691,-15.0368,13.3097,12.3853,-11.2619,16.6138,-18.8705,33.1282,27.5025,7.8411,4.0187,4.7032,31.596,7.7193,4.3959,13.278,-2.8228,-5.7034,10.042,-27.5757,-13.1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285 啟碁,-11.1225,3.56,20.3251,3.776,4.9872,-6.9046,-2.5523,0.4662,-2.6108,0.4563,-2.6637,5.0117,25.2558,12.1111,-17.69,-10.3882,-7.4973,16.1964,13.3519,-2.3097,8.2352,1.4925,11.2959,-11.9883,-4.2018,-8.4617,1.1069,11.4439,2.2283,1.9886,2.6239,-12.5,1.0309,0.2584,9.3221,0.1415,10.9889,12.9434,30.7026,4.9719,-8.9506,1.3554,-5.7957,-4.1432,-2.3896,11.1339,5.0431,7.1263,-20.1833,1.6794,0.0641,-2.2875,13.5434,-1.8215,-15.5386,-2.5487,9.3443,23.2323,-10.3261,-23.3333,-5.2633,2.5642,-20.803,13.3334,-19.2825,1.3635,12.4743,0.3078,11.8121,24.7497,5.5895,0.303,-4.8991,14.901,2.6713,15.6645,-8.0404,5.6638,-1.7391,13.1891,-0.3922,-7.9424,21.6246,3.4052,5.8894,30.1587,-7.8983,20.8739,-15.3423,8.7926,29.7872,22.5122,2.6765,-6.1643,4.2857,-30.0002,0.3343,-26.173,-2.626,7.9003,-23.6362,-0.8197,12.9628,20.2672,4.662,-25.7785,-8.6886,-14.5748,-3.6409,-3.8751,-2.3741,6.842,2.592,12.2422,-15.2109,-0.1027,8.7054,6.6667,-11.9497,6.118,7.6647,-4.2431,8.4578,25.9684,-33.2145,-18.5455,19.565,31.4284,0.5749,14.9276,6.6197,26.5595,-12.3436,7.5629,1.7094,-11.1675,-2.1465,22.6006,-10.6501,-4.2383,30.1726,6.4219,7.9209,35.7527,-1.5874,-6.6667,0,-11.7173,-18.7051,-17.2619,-30.5788,-10.7011,3.4351,-2.9628,5.4688,0.3922,-6.9344,-0.7245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6287 元隆,2.0001,1.2146,-17.6667,17.6472,8.5105,-19.244,-7.9113,-5.1052,13.6521,-6.3898,14.652,-11.9355,6.8966,-2.3569,-12.6471,-16.6666,0.7408,0.7465,-8.6364,-25.55,10.8815,-3.964,32.775,-16.7331,-18.7703,-1.2781,-10.5712,2.6391,7.9112,11.464,-42.6113,12.066,43.6253,7.0724,31.3173,-14.4177,-0.9159,-0.727,0.3233,-8.0644,-4.3211,13.684,-25.7372,-9.8358,-2.2883,7.1082,3.5533,-2.7161,-5.5944,0.0001,-10.0627,-3.6363,9.5133,-14.8775,-26.2499,-1.9621,9.929,47.3868,-12.7659,-14.0994,-8.1534,0,-19.4979,-10.8434,-18.169,-12.3457,-6.8964,0,-12.3867,-1.6832,1.5077,-13.8528,-3.7502,11.1109,-20.8792,-10.1976,25.1029,-0.8964,7.9602,11.4601,-5.0879,-3.3895,6.3063,-3.8128,-1.3675,-0.5103,16.6667,0.7999,-19.0936,-30.3269,28.5507,-11.1969,32.8208,14.9311,-3.9622,60.1209,-30.8977,-30.8802,-1.702,-2.0833,-30.0971,3.8305,-6.415,-8.6207,56.7571,-42.4124,-0.7722,-13.6666,-10.7145,11.9999,-21.0527,48.4372,23.0771,-6.3062,86.2418,-0.5009,4.1738,-3.1986,-8.6154,28.2052,12.1682,2.7271,6.7961,-16.7677,-21.1782,80.9797,7.4302,-2.417,-5.9659,-7.3683,-5.0002,34.2283,-25.4999,-3.8463,-16.9661,-0.1994,22.4393,-14.2259,-5.9054,-13.8984,11.3208,-17.8295,-0.7692,-13.3333,-3.8462,-22,0.5025,-3.8648,-17.2,-10.7144,-6.0403,-15.341,22.6482,30.4546,-2.6548,8.134,-30.3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289 華上,17.2132,-0.8133,5.1282,-4.878,21.7822,-2.8846,-11.111,13.5922,-3.7383,-5.3098,-2.5863,-14.074,28.5715,-0.9434,6.0001,-36.3056,-12.7777,-4.2554,-5.0504,-0.5026,-11.9469,4.1475,27.6472,-10.9948,-28.9962,-10.3333,2.7396,-8.7501,17.2162,-11.075,-36.4389,-3.3999,-0.5964,31.3314,16.0604,-5.9828,-0.8476,5.988,-16.2908,-7.2091,-4.6564,8.4135,-3.7037,-5.0547,-7.7078,20.2439,10.8108,2.2099,-19.5557,1.1235,4.9529,-20.7478,-10.3852,-5.9842,3.5888,-21.1069,38.9981,26.7572,4.7507,-18.2524,8.1932,-11.3593,-37.3397,-14.3,-8.2569,-10.6558,-5.0584,6.3742,-1.0917,12.8079,15.0141,-9.3708,-3.5892,8.4563,-5.3367,10.0697,3.9245,-21.8181,-16.9811,16.228,-9.7028,-22.6055,13.4782,-2.5424,-14.8016,16.3864,-11.852,35.6785,-7.8701,15.016,9.0593,-2.4917,159.7059,-17.0734,13.8888,-24.2106,-37.4999,-41.7625,-4.3957,-5.2083,-37.3912,-4.1665,2.1275,-8.5604,12.967,-23.5293,-12.371,-19.2628,-17.2243,11.0381,-25.3783,42.6976,4.6675,-1.7202,-5.5257,-3.9539,10.4597,10.9695,15.9762,4.4823,-7.5715,2.339,-14.1781,-2.9233,-1.8778,-1.6741,17.2775,54.9694,-1.7928,-9.7123,16.8068,24.2819,-11.954,18.2065,-13.8174,-8.1721,9.6833,-3.2786,-13.4753,18.4874,10.185,-8.085,5.3811,-9.3496,5.5793,4.4842,7.7294,-28.125,-3.7723,0.0001,-13.695,-14.7577,8.873,11.2,21.3594,5.1021,-9.5384,-12.399,3.0555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290 良維,-6.7228,2.8847,-8.9972,4.3076,-3.9883,5.7814,-5.6046,3.6697,11.414,1.0327,5.2538,14.2856,-1.2271,23.4849,4.6373,-14.5492,-9.1246,-10.3507,-9.1045,-3.0882,-2.4389,13.3334,3.1878,10.575,-9.5637,-8.0247,-8.9888,1.6757,-4.9544,-3.8849,-3.6232,3.5001,42.857,3.5119,12.474,-8.0306,-4.736,16.8084,2.1738,0.708,-2.3671,0.7952,-4.3725,6.2627,-8.5027,-4.417,-3.413,-0.8462,-16.0512,4.9182,22.8939,-7.6201,1.3248,-18.3783,-5.6122,-4.1564,23.9394,12.6279,4.83,2.194,-10.6212,-20.7255,22.9859,-0.2926,-13.6364,10.0003,-7.2165,-2.5127,-10.7624,-5.1065,8.0459,-3.5477,0.782,18.7003,-18.0435,3.9096,-13.1238,9.9595,-4.28,7.6443,-4.3086,-6.7289,3.6821,11.6885,-8.5149,7.1049,32.4438,37.9041,-0.9362,35.878,35.9861,25.1082,23.2658,-7.6847,0.9947,-18.2926,-11.5108,-14.9848,24.3344,-7.3944,-7.1897,9.2854,29.6297,-6.8964,12.6215,-23.1343,3.077,-16.6667,-9.5651,3.2934,-17.912,-6.087,5.9908,-11.0655,-18.531,4.1739,6.8773,-10.9273,7.6647,16.6321,8.3334,37.8883,-15.055,-0.2382,-11.017,-7.9923,-11.5516,13.0605,-7.4008,-7.6668,19.5218,17.2897,1.4221,5.1964,-2.0225,1.3666,9.7498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291 沛亨,12.5001,41.4363,-4.7369,18.0125,-12.0217,-12.4401,2.4508,-14.9999,-12.7273,9.127,0.3984,-9.7123,4.9058,-14.5159,-16.2163,32.143,-27.835,-1.7721,-1.7415,-3.5972,6.923,-1.5151,8.7913,-6.4267,0.7771,2.1163,-12.093,-2.715,0.6834,0.6881,-7.6271,0.8547,-5.835,25.8227,-1.0028,-22.2222,-6.7273,37.5,-11.5042,-7.7551,-7.5473,27.4042,-7.9646,-0.4406,10.7319,-18,29.5335,-9.8131,-11.2033,28.1917,-29.8509,21.8184,-23.3449,-41.4286,-10.9089,-7.563,16.6667,4.0816,-2.9703,-13.379,16.3673,-10.3758,-18.9856,-19.0139,-3.0719,-8.9121,9.6591,-12,-6.9767,0,8.0401,-19.758,-11.4286,3.7038,-18.1819,-5.7142,6.0604,-9.8361,10.909,1.8518,-1.8183,-15.8162,88.462,6.5573,-10.4588,24.7137,-11.7172,10,-10.4477,0,25.625,19.225,24.0294,-3.9077,9.3203,-23.2491,-11.1256,-29.9488,-8.9148,-15.6863,-19.2611,-10.4018,10.733,-5.4455,18.4751,-35.1709,-4.3637,-10.1307,-12.5715,11.2878,-13.3612,0.0001,33.7014,7.3125,-11.8467,-1.8803,12.069,-13.4329,21.0845,1.0142,0.7031,-1.1885,11.7646,-9.4501,-24.0209,-5.0806,-8.9162,28.779,-17.1085,-4.8166,1.3953,44.7811,36.2386,28.9943,-35.8633,0.9577,50.0003,28.889,10.6559,12.963,23.4287,-4.3716,-3.9686,-1.4083,-21.1111,-24.1572,14.1026,-19.5875,-14.5377,-20.0704,-17.9191,-4.6831,6.4517,21.7858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292 迅德,0.738,-0.3676,1.2646,6.0662,0.7407,-1.8181,-1.7858,-5.0848,9.6653,-2.8882,0.7274,-5.1721,6.6177,1.4923,-0.9362,-7.0339,-2.0959,-5.6497,0.2835,13.5047,2.9801,3.4248,4.2855,-2.4391,-1.0346,-9.233,1.0202,0.5781,5.488,-4.0936,-7.9407,12.0663,6.7632,-7.5892,14.4805,4.8213,-5.7239,16.0158,-0.9502,-0.0001,1.2499,-0.0001,2.3764,15.4013,3.7199,1.7817,1.1262,-0.6712,-6.0925,0.4218,11.6054,4.1285,-5.2173,2.2219,-8.907,-3.1373,1.3917,4.1407,14.4548,-10.2128,6.576,-13.0178,-18.9823,-0.8686,-6.6218,4.2256,2.4531,4.3673,-2.9241,1.1834,2.7357,9.6666,1.6949,2.4306,-3.0302,2.6409,2.6941,-19.2934,26.8966,18.8527,-3.937,-0.3922,22.0094,6.6326,5.3765,13.4465,4.0247,31.3007,5.1282,1.2987,5.9633,18.7363,-10.8737,-0.4829,-2.3585,-5.7778,-13.1274,-15.909,3.9005,-17.8571,-1.5077,-9.1324,-3.0975,9.1787,7.254,-5.8537,-12.7659,-8.5604,-14.4758,2.9109,1.4784,4.7946,1.038,18.9301,11.7241,-1.3607,-13.5293,18.0554,18.3563,17.3633,8.7412,1.06,12.0686,-8.7543,-11.3433,0.6007,42.3075,-12.6865,1.9013,-4.0145,10.0402,5.9573,-0.4236,0.8549,-2.9046,-8.5627,6.0149,-6.3382,-9.2652,-0.9495,10.8772,-4.3625,-2.6145,-3.7736,0.6329,6.6545,-27.5422,-16.3122,-4.4066,0.6824,-16.0458,-13.6139,4.935,-1.5347,-5.0972,-10.4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6294 智基,-1.8018,-5.5319,2.2983,4.4279,0,18.8594,-4.2015,24.3469,8.2579,7.1513,-1.7857,-15.8319,-18.862,-0.0001,-8.5811,0.6803,36.1109,101.8689,35.4429,8.2193,4.5846,1.1593,7.4768,-10.4602,3.4632,-5.7142,4.4037,-9.2782,-0.6401,-3.5802,-0.2463,-2.7544,26.8998,1.8575,1.2539,-3.7707,-8.4254,-6.46,-2.3959,-17.7385,-9.9063,-9.3219,-1.9935,-2.1139,-9.4254,35.8001,-1.7681,2.4145,3.5417,-2.0408,18.7878,2.104,-7.5516,-1.2429,24.6481,-5.0801,1.9072,4.8572,-11.5046,6.3172,2.1978,13.7499,1.5873,8.6206,-9.7977,-10.1953,-14.762,68.0001,-4.5801,-5.7554,17.5472,-19.9662,-9.2166,85.4698,-5.8981,6.5714,-39.236,17.5511,-19.0084,-26.2195,7.8166,7.619,3.9604,-26.2775,-2.143,-9.0908,-23.7624,29.4872,-22.7723,-25.7352,92.9079,138.9832,68.5717,-23.913,-11.5384,-22.388,-28.7234,-24.1936,,-15.4362,0.6756,-20.8558,-1.579,-25.7813,20.7547,-26.6436,11.583,-25.1445,-3.3517,41.502,-15.1006,8.7589,-2.1428,-27.8351,8.3798,21.3562,-13.2353,-14.5729,35.3741,-11.976,21.0146,-46.9231,18.1818,-18.2156,-14.0575,-9.2754,-28.8659,-1.0206,0.0001,-5.7694,0.7752,30.303,-11.9998,-20.4948,6.7923,-18.4616,10.3564,-14.7611,-2.8129,17.5207,17.4758,-26.4286,0.7195,4.5112,-5.6739,-14.9206,-35.4838,-8.2838,-1.1695,-10.9375,-23.8094,-21.2499,-11.1112,-5.2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298 崴強,1.6777,-1.6502,1.6779,3.8779,-2.2364,1.2946,-10.6938,2.976,5.3292,-4.2043,-0.8927,-5.618,17.881,5.2264,-13.0302,-8.0499,-2.4272,-6.7873,4.4916,8.7401,-0.2564,-0.5102,3.43,3.5521,-5.9126,-9.324,2.6316,-6.5254,-0.0002,9.1928,1.5946,6.5534,1.478,7.124,-2.8206,5.4053,0.2707,6.9567,-11.5384,-1.2997,-4.0179,6.161,-10.4034,9.5349,0.7027,-4.2599,1.3638,2.0882,-0.6912,-1.1389,8.933,19.2177,0.0002,11.8589,-18.9609,10.6322,10.1265,12.0568,17.5,-33.5181,2.849,-19.3102,-5.4349,61.8225,-9.7181,1.9169,-3.6923,3.1746,-5.1205,0.3022,5.7506,-8.7463,-6.7935,6.6665,-13.3166,6.4172,2.1857,-21.1207,3.5714,0.674,-5.1172,-21.3087,49.7486,5.5702,-11.2941,10.1037,-21.7038,31.416,-25.3846,62.5002,8.108,24.3698,24.4771,-11.4814,5.8826,0.4927,-11.3537,-38.9333,1.6784,3.3978,-25.4974,-10.8065,6.8966,-1.0238,12.6923,-11.414,-9.6924,-20.1475,-8.7443,9.3138,-9.9192,-1.5999,17.6469,-2.9681,-0.1142,-0.3407,-7.3684,7.2236,0.9111,30.6549,-2.8901,2.3671,-8.5252,32.3486,-23.4337,-13.4491,-3.7579,14.0476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404 通訊-KY,-6.0789,-11.3209,-15.028,0.9154,-2.6724,2.0453,-28.1045,-15.2355,16.8285,-23.325,-13.6121,-5.9477,5.6443,3.8715,-0.2811,-25.7143,8.8084,-3.4999,-1.9608,-9.9999,-8.7249,-6.875,8.1081,-8.9791,-26.0908,-17.9104,-16.959,10.7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405 悅城,-7.2727,-8.0781,-0.5541,22.3728,1.0275,-7.0063,-12.7779,-5.5119,3.8148,-8.7065,0.0001,-20.3962,25.9352,13.2771,-8.9975,-22.0092,-14.5801,-20.7286,-10.5619,-12.2287,-2.6872,-2.0675,0.0001,2.7029,-18.6813,-8.6085,1.7518,-2.0307,5.036,2.0559,-3.9492,2.9026,-5.4869,-4.4562,25.082,10.9091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6409 旭隼,-3.2654,-0.2036,4.5916,13.1401,-0.9924,-10.9037,0.3945,-0.5881,-1.5444,5.8221,0.9279,16.5866,-2.5764,2.5209,16.9706,-1.2854,-2.2616,4.3249,22.8661,11.892,-2.6314,-0.3495,4.3796,11.8367,2.5103,1.2712,21.4064,-8.8745,4.054,12.9771,6.504,26.3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411 晶焱,-1.165,-1.9047,22.951,17.3083,1.6087,3.4676,-6.485,15.0747,4.8513,-3.9098,7.2582,3.6788,16.797,12.7753,-22.6577,-37.0135,-3.8538,0.3968,-11.8881,0.3508,8.365,-10.8474,19.9189,10.1903,-11.0558,16.2038,-3.8934,5.4675,-4.135,4.3133,-10.102,38.0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412 群電,19.4412,11.2695,8.1234,6.6992,3.1609,-3.4674,-5.5048,2.2787,-0.2673,-10.9523,28.0488,-8.8892,-3.3556,5.2261,-10.1525,-1.719,2.1583,-4.4672,0.3448,0,-0.4576,-2.8889,2.7396,-1.1288,-1.2263,-3.9615,-0.5325,7.4107,-1.2917,8.2751,-4.2409,6.6664,-8.2971,-0.218,-1.9231,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414 樺漢,-4.2064,-0.9467,10.4601,11.163,-0.5772,7.7668,6.4597,5.8825,5.0288,-6.4514,11.0447,-4.0115,9.7482,16.9117,-15.528,-12.6188,-3.4297,33.1045,2.4604,8.5876,1.1582,8.8235,5.7778,19.6809,-6.6997,-8.2005,-0.4535,11.9289,1.8085,15.1296,-3.6211,40.2344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
